Volatility 3 Framework 2.7.0

Offset	Name	Size
0x8a8fe5e983b0	\Windows\System32\drivers\vm3dmp.sys	216
0x8a8fe5e98520	\Windows\System32\drivers\mouclass.sys	216
0x8a8fe5e98970	\Windows\System32\drivers\usbuhci.sys	216
0x8a8fe5e98dc0	\Windows\System32\drivers\kbdclass.sys	216
0x8a8fe5e994f0	\Windows\System32\drivers\portcls.sys	216
0x8a8fe5e9a070	\Windows\System32\drivers\drmk.sys	216
0x8a8fe5e9a1e0	\Windows\System32\drivers\ks.sys	216
0x8a8fe5e9a4c0	\Windows\System32\drivers\hdaudbus.sys	216
0x8a8fe5e9a7a0	\Windows\System32\drivers\USBXHCI.SYS	216
0x8a8fe5e9aa80	\Windows\System32\drivers\usbehci.sys	216
0x8a8fe5e9b1b0	\Windows\System32\drivers\e1i68x64.sys	216
0x8a8fe5e9bd30	\Windows\System32\drivers\Ucx01000.sys	216
0x8a8fe5e9c180	\Windows\System32\drivers\amdppm.sys	216
0x8a8fe5e9c2f0	\Windows\System32\drivers\NdisVirtualBus.sys	216
0x8a8fe5e9c740	\Windows\System32\drivers\vmgencounter.sys	216
0x8a8fe5e9ca20	\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_a8eddc34aa14df5f\swenum.sys	216
0x8a8fe5e9d710	\Windows\System32\drivers\CmBatt.sys	216
0x8a8fe5e9d9f0	\Windows\System32\drivers\rdpbus.sys	216
0x8a8fe5e9dcd0	\Windows\System32\drivers\battc.sys	216
0x8a8fe5efe0c0	\Windows\System32\msctf.dll	216
0x8a8fe5efe250	\Windows\System32\GdiPlus.dll	216
0x8a8fe5efe3e0	\Windows\System32\ws2_32.dll	216
0x8a8fe5efe570	\Windows\System32\rpcrt4.dll	216
0x8a8fe5efe700	\Windows\System32\normaliz.dll	216
0x8a8fe5efe890	\Windows\System32\coml2.dll	216
0x8a8fe5efea20	\Windows\System32\nsi.dll	216
0x8a8fe5efebb0	\Windows\System32\msvcrt.dll	216
0x8a8fe5efed40	\Windows\System32\wow64win.dll	216
0x8a8fe5efeed0	\Windows\System32\shell32.dll	216
0x8a8fe5eff1f0	\Windows\System32\Wldap32.dll	216
0x8a8fe5eff380	\Windows\System32\kernel32.dll	216
0x8a8fe5eff510	\Windows\System32\ole32.dll	216
0x8a8fe5eff6a0	\Windows\System32\SHCore.dll	216
0x8a8fe5eff830	\Windows\System32\gdi32.dll	216
0x8a8fe5eff9c0	\Windows\System32\psapi.dll	216
0x8a8fe5effb50	\Windows\System32\wow64con.dll	216
0x8a8fe5effce0	\Windows\System32\comdlg32.dll	216
0x8a8fe5effe70	\Windows\System32\wow64cpu.dll	216
0x8a8fe5f506f0	\Windows\System32\drivers\HdAudio.sys	216
0x8a8fe5f51550	\Windows\System32\drivers\usbd.sys	216
0x8a8fe5f52800	\Windows\System32\drivers\en-US\USBXHCI.SYS.mui	216
0x8a8fe5f52dc0	\Windows\System32\drivers\usbhub.sys	216
0x8a8fe5f544c0	\Windows\System32\drivers\ksthunk.sys	216
0x8a8fe5f551b0	\Windows\System32\drivers\USBHUB3.SYS	216
0x8a8fe5f55d30	\Device\HarddiskVolume4\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x8a8fe5f55ea0	\$Extend\$RmMetadata\$Repair	216
0x8a8fe5f56740	\Windows\System32\drivers\usbccgp.sys	216
0x8a8fe5f56b90	\$Extend:$I30:$INDEX_ALLOCATION	216
0x8a8fe5f572c0	\$BitMap	216
0x8a8fe5f57430	\$Mft::$BITMAP	216
0x8a8fe5f575a0	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001	216
0x8a8fe5f57b60	\$Extend\$Deleted:$I30:$INDEX_ALLOCATION	216
0x8a8fe5f57e40	\$MftMirr	216
0x8a8fe5f58120	\$LogFile	216
0x8a8fe5f58290	\$Mft	216
0x8a8fe5f58570	\$Secure:$SDS:$DATA	216
0x8a8fe5f586e0	\$Secure:$SII:$INDEX_ALLOCATION	216
0x8a8fe5f58850	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf	216
0x8a8fe5f589c0	\:$I30:$INDEX_ALLOCATION	216
0x8a8fe5f58e10	\Windows\System32\LogFiles\WMI\NtfsLog.etl	216
0x8a8fe5f59260	\$Extend\$RmMetadata\$TxfLog\$Tops:$T:$DATA	216
0x8a8fe5f593d0	\Device\HarddiskVolume4\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x8a8fe5f59540	\Device\HarddiskVolume4\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x8a8fe5f596b0	\$Extend\$RmMetadata\$Txf:$I30:$INDEX_ALLOCATION	216
0x8a8fe5f59820	\$Extend\$RmMetadata\$TxfLog\$Tops	216
0x8a8fe5f59b00	\:$I30:$INDEX_ALLOCATION	216
0x8a8fe5f5a0c0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl	216
0x8a8fe5f5a230	\Windows\System32\drivers\hidclass.sys	216
0x8a8fe5f5a3a0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl	216
0x8a8fe5f5a510	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	216
0x8a8fe5f5aad0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl	216
0x8a8fe5f5adb0	KtmLog	216
0x8a8fe5f5b090	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl	216
0x8a8fe5f5b200	\Windows\System32\LogFiles\WMI\Microsoft-Windows-Rdp-Graphics-RdpIdd-Trace.etl	216
0x8a8fe5f5b370	\$Directory	216
0x8a8fe5f5b650	TxfLog	216
0x8a8fe5f5b7c0	\$Directory	216
0x8a8fe5f5bc10	\$Directory	216
0x8a8fe5f5bef0	\Windows\System32\drivers\hidparse.sys	216
0x8a8fe5f5d1a0	\$PrepareToShrinkFileSize	216
0x8a8fe5f5d760	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl	216
0x8a8fe5f5da40	\Windows\System32\drivers\hidusb.sys	216
0x8a8fe5f5dd20	\$Directory	216
0x8a8fe5f5e170	\Windows\System32\LogFiles\WMI\SUM.etl	216
0x8a8fe5f5e5c0	\Windows\System32\WDI\LogFiles\WdiContextLog.etl.001	216
0x8a8fe5f5f700	\SystemRoot\System32\Config\TxR\{c76cbc7e-afc9-11eb-8234-000d3aa6d50e}.TxR	216
0x8a8fe5f5f870	\$Directory	216
0x8a8fe5f5f9e0	\Windows\System32\drivers\BTHUSB.SYS	216
0x8a8fe5f5fb50	\Windows\System32\drivers\vmusbmouse.sys	216
0x8a8fe5f5fcc0	\Windows\System32\drivers\bthport.sys	216
0x8a8fe5f5fe30	\Windows\System32\config\TxR\{c76cbc7f-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000001.regtrans-ms	216
0x8a8fe5f60560	\Windows\System32\drivers\mouhid.sys	216
0x8a8fe5f60b20	\Windows\System32\config\TxR\{c76cbc7f-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000002.regtrans-ms	216
0x8a8fe5f60e00	\Windows\System32\config\TxR\{c76cbc7f-afc9-11eb-8234-000d3aa6d50e}.TM.blf	216
0x8a8fe5f61980	\Windows\System32\config\TxR\{c76cbc7e-afc9-11eb-8234-000d3aa6d50e}.TxR.2.regtrans-ms	216
0x8a8fe5f62390	\Windows\System32\config\TxR\{c76cbc7e-afc9-11eb-8234-000d3aa6d50e}.TxR.1.regtrans-ms	216
0x8a8fe5f62500	\Windows\System32\drivers\rfcomm.sys	216
0x8a8fe5f627e0	\SystemRoot\System32\Config\TxR\{c76cbc7f-afc9-11eb-8234-000d3aa6d50e}.TM	216
0x8a8fe5f62850		0
0x8a8fe5f62950	\Windows\System32\drivers\bthenum.sys	216
0x8a8fe5f62ac0	\SystemRoot\System32\Config\TxR\{c76cbc7f-afc9-11eb-8234-000d3aa6d50e}.TM	216
0x8a8fe5f63080	\Windows\System32\config\TxR\{c76cbc7e-afc9-11eb-8234-000d3aa6d50e}.TxR.blf	216
0x8a8fe5f63640	\Windows\System32\drivers\WUDFRd.sys	216
0x8a8fe5f63d70	\Windows\System32\config\TxR\{c76cbc7e-afc9-11eb-8234-000d3aa6d50e}.TxR.0.regtrans-ms	216
0x8a8fe5f63ee0	\Windows\System32\drivers\udfs.sys	216
0x8a8fe5f67580	\Windows\System32\drivers\monitor.sys	216
0x8a8fe5f7a0c0	\Windows\SysWOW64\msvcp_win.dll	216
0x8a8fe5f7a700	\Windows\SysWOW64\msctf.dll	216
0x8a8fe5f7a890	\Windows\SysWOW64\KernelBase.dll	216
0x8a8fe5f7aa20	\Windows\SysWOW64\sechost.dll	216
0x8a8fe5f7ad40	\Windows\SysWOW64\normaliz.dll	216
0x8a8fe5f7b1f0	\Windows\SysWOW64\clbcatq.dll	216
0x8a8fe5f7b6a0	\Windows\SysWOW64\oleaut32.dll	216
0x8a8fe5f7b9c0	\Windows\SysWOW64\advapi32.dll	216
0x8a8fe5f7bce0	\Windows\SysWOW64\Wldap32.dll	216
0x8a8fe5f7be70	\Windows\SysWOW64\rpcrt4.dll	216
0x8a8fe5fda0c0	\Windows\SysWOW64\kernel32.dll	216
0x8a8fe5fdaa20	\Windows\SysWOW64\psapi.dll	216
0x8a8fe5fdaed0	\Windows\SysWOW64\crypt32.dll	216
0x8a8fe5fdb380	\Windows\SysWOW64\combase.dll	216
0x8a8fe5fdb6a0	\Windows\SysWOW64\SHCore.dll	216
0x8a8fe5fdbe70	\Windows\SysWOW64\ole32.dll	216
0x8a8fe5ffc250	\Windows\SysWOW64\comdlg32.dll	216
0x8a8fe5ffc570	\Windows\SysWOW64\gdi32full.dll	216
0x8a8fe5ffc890	\Windows\SysWOW64\GdiPlus.dll	216
0x8a8fe5ffcd40	\Windows\SysWOW64\shlwapi.dll	216
0x8a8fe5ffd9c0	\Windows\SysWOW64\coml2.dll	216
0x8a8fe70fe0c0	\Windows\SysWOW64\win32u.dll	216
0x8a8fe70fe250	\Windows\SysWOW64\difxapi.dll	216
0x8a8fe70fe3e0	\Windows\SysWOW64\ucrtbase.dll	216
0x8a8fe70fe570	\Windows\SysWOW64\user32.dll	216
0x8a8fe70fe700	\Windows\SysWOW64\comctl32.dll	216
0x8a8fe70fe890	\ProtectedPrefix\Administrators	216
0x8a8fe70fea20	\ProtectedPrefix\LocalService	216
0x8a8fe70fed40	\ProtectedPrefix\LocalService	216
0x8a8fe70ff1f0	\Windows\SysWOW64\ws2_32.dll	216
0x8a8fe70ff380	\Windows\SysWOW64\gdi32.dll	216
0x8a8fe70ff510	\ProtectedPrefix	216
0x8a8fe70ff6a0	\ProtectedPrefix	216
0x8a8fe70ff830	\ProtectedPrefix\Administrators	216
0x8a8fe70ff9c0	\ProtectedPrefix\NetWorkService	216
0x8a8fe7228250	\Sessions	216
0x8a8fe72283e0	\$Directory	216
0x8a8fe7228570	\Windows\System32\config\SOFTWARE.LOG2	216
0x8a8fe7228700	\Windows\System32\config\SYSTEM.LOG2	216
0x8a8fe7228a20	\Windows\System32\ConstraintIndex.Search.dll	216
0x8a8fe7228bb0	\$Directory	216
0x8a8fe7228d40	\Windows\System32\config\DEFAULT	216
0x8a8fe72291f0	\Windows\System32\config\SECURITY.LOG1	216
0x8a8fe7229380	\Windows\System32\config\SOFTWARE.LOG1	216
0x8a8fe7229510	\Windows\System32\config\SECURITY	216
0x8a8fe72296a0	\Windows\System32\config\SOFTWARE	216
0x8a8fe7229830	\Windows\System32\config\SYSTEM	216
0x8a8fe72299c0	\Windows\System32\config\SAM	216
0x8a8fe7229e70	\Windows\System32\config\SYSTEM.LOG1	216
0x8a8fe72b50d0	\Windows\bootstat.dat	216
0x8a8fe72b53f0	\Windows\System32\config\DEFAULT.LOG2	216
0x8a8fe72b5580	\Windows\System32\win32k.sys	216
0x8a8fe72b5710	\Sessions\0\AppContainerNamedObjects	216
0x8a8fe72b58a0	\Windows\System32\winsrvext.dll	216
0x8a8fe72b5a30	\Windows\System32\dui70.dll	216
0x8a8fe72b5ee0	\Windows\System32\win32kfull.sys	216
0x8a8fe72b6200	\Windows\System32\config\DEFAULT.LOG1	216
0x8a8fe72b6390	\Windows\System32\en-US\win32kbase.sys.mui	216
0x8a8fe72b6520	\Windows\System32\win32kbase.sys	216
0x8a8fe72b66b0	\Windows\System32\config\RegBack\DEFAULT	216
0x8a8fe72b6840	\Windows\System32\csrsrv.dll	216
0x8a8fe72b69d0	\Windows\System32\winsrv.dll	216
0x8a8fe72b6b60	\Windows\System32\config\RegBack\SAM	216
0x8a8fe72b6cf0	\pagefile.sys	216
0x8a8fe72b6e80	\Windows\System32\config\RegBack\SECURITY	216
0x8a8fe72b71a0	\Windows\System32\config\SECURITY.LOG2	216
0x8a8fe72b7330	\Windows\System32	216
0x8a8fe72b74c0	\Windows\System32\config\RegBack\SOFTWARE	216
0x8a8fe72b7650	:$VMCB$	216
0x8a8fe72b77e0	\Program Files\VMware\VMware Tools\glibmm-2.4.dll	216
0x8a8fe72b7970	\Windows\System32\config\RegBack\SYSTEM	216
0x8a8fe72b7b00	\Windows\System32\csrss.exe	216
0x8a8fe72b7c90	\Windows\System32\basesrv.dll	216
0x8a8fe72b7e20	\Windows\System32\config\SAM.LOG1	216
0x8a8fe72b8140	\Windows\System32\config\SAM.LOG2	216
0x8a8fe72b82d0	\Windows\System32\drivers\dxgmms1.sys	216
0x8a8fe72b8460	\Windows\System32\drivers\dxgmms2.sys	216
0x8a8fe72b8910	\Windows\System32\mfc140enu.dll	216
0x8a8fe72b8aa0	\Program Files\LibreOffice\program\python3.dll	216
0x8a8fe72b8c30	\Windows\System32\en-US\csrss.exe.mui	216
0x8a8fe72b8dc0	\Windows\System32\en-US\winsrv.dll.mui	216
0x8a8fe73880e0	\ntsvcs	216
0x8a8fe7388270	\Windows\System32\IPHLPAPI.DLL	216
0x8a8fe7388400	\Windows\System32\dnsapi.dll	216
0x8a8fe7388590	\Windows\SystemResources\Winlangdb.dll.mun	216
0x8a8fe7388720	\lsass	216
0x8a8fe73888b0	\Windows\System32\MicrosoftAccountCloudAP.dll	216
0x8a8fe7388a40	\Windows\System32\TSpkg.dll	216
0x8a8fe7388a70	諈誏￿諈誏￿	0
0x8a8fe7388bd0	\Windows\System32\rsaenh.dll	216
0x8a8fe7388d60	\Windows\System32\wdigest.dll	216
0x8a8fe7388ef0	\lsass	216
0x8a8fe7389080	\Windows\System32\dpapisrv.dll	216
0x8a8fe7389210	\lsass	216
0x8a8fe7389530	\Windows\System32\C_28591.NLS	216
0x8a8fe7389850	\$Directory	216
0x8a8fe73899e0	\Windows\System32\en-US\winlangdb.dll.mui	216
0x8a8fe7389b70	\$Directory	216
0x8a8fe7389d00	\$Directory	216
0x8a8fe7389e90	\Windows\System32\scesrv.dll	216
0x8a8fe738a1b0	\Windows\System32\pku2u.dll	216
0x8a8fe738a340	\Windows\ServiceState	216
0x8a8fe738a4d0	\ProgramData\Microsoft\Network\Downloader\edb.log	216
0x8a8fe738a7f0	\Windows\System32\schannel.dll	216
0x8a8fe738a980	\ntsvcs	216
0x8a8fe738ab10	\Windows\System32\sspisrv.dll	216
0x8a8fe738aca0	\Windows\System32\cloudAP.dll	216
0x8a8fe738ae30	\Windows\System32\efslsaext.dll	216
0x8a8fe738b150	\ntsvcs	216
0x8a8fe738b2e0	\CMApi	216
0x8a8fe738b600	\Sessions\1\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523	216
0x8a8fe738b790	\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523	216
0x8a8fe738b920	\Windows\System32\WUDFPlatform.dll	216
0x8a8fe738bab0	\Windows\System32\svchost.exe	216
0x8a8fe738bc40	\Windows\System32\FirewallAPI.dll	216
0x8a8fe738bdd0	\Windows\System32\rassfm.dll	216
0x8a8fe738c0f0	\Windows\System32\profext.dll	216
0x8a8fe738c730	\scerpc	216
0x8a8fe738c8c0	\scerpc	216
0x8a8fe738ca50	\Windows\System32\fwbase.dll	216
0x8a8fe738cbe0	\Windows\System32\fontdrvhost.exe	216
0x8a8fe738cd70	\Windows\System32\fontdrvhost.exe	216
0x8a8fe738d090	\Windows\System32	216
0x8a8fe738d220	\Windows\System32\kdcpw.dll	216
0x8a8fe738d3b0	\Windows\System32\authz.dll	216
0x8a8fe738d540	\Windows\System32\scecli.dll	216
0x8a8fe738d860	\Windows\System32	216
0x8a8fe738db80	\scerpc	216
0x8a8fe738dd10	\Windows\System32\en-US\services.exe.mui	216
0x8a8fe738e1c0	\$Directory	216
0x8a8fe738e350	\Windows\System32\umpnpmgr.dll	216
0x8a8fe738e4e0	\$Directory	216
0x8a8fe738e670	\Windows\System32\rpcss.dll	216
0x8a8fe738ecb0	\Windows\System32\umpo.dll	216
0x8a8fe738ee40	\$Directory	216
0x8a8fe738f160	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	216
0x8a8fe738f2f0	\Windows\System32	216
0x8a8fe738f480	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TM.blf	216
0x8a8fe738f7a0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT	216
0x8a8fe738f930	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	216
0x8a8fe738fac0	\$Directory	216
0x8a8fe738fde0	\Windows\System32	216
0x8a8fe73f40e0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000001.regtrans-ms	216
0x8a8fe73f4590	\$Directory	216
0x8a8fe73f4720	\Windows\System32\umpodev.dll	216
0x8a8fe73f4bd0	\Windows\System32\slc.dll	216
0x8a8fe73f4ef0	\CMApi	216
0x8a8fe73f5080	\$Directory	216
0x8a8fe73f5210	\WudfElevation-69607f23-2101-11ef-917b-806e6f6e6963	216
0x8a8fe73f53a0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000002.regtrans-ms	216
0x8a8fe73f5530	\Windows\System32	216
0x8a8fe73f56c0	\Windows\System32\kernel.appcore.dll	216
0x8a8fe73f5850	\WudfNullFile-69607f24-2101-11ef-917b-806e6f6e6963	216
0x8a8fe73f59e0	\Windows\System32\drivers\UMDF\SensorsHid.dll	216
0x8a8fe73f5b70	\Windows\Fonts\8514sys.fon	216
0x8a8fe73f5d00	\$Directory	216
0x8a8fe73f5e90	\Windows\Fonts\vgasys.fon	216
0x8a8fe73f6340	\Windows\System32\WUDFHost.exe	216
0x8a8fe73f64d0	\Windows\SysWOW64\atlthunk.dll	216
0x8a8fe73f6660	\Windows\SysWOW64\cryptbase.dll	216
0x8a8fe73f67f0	\Windows\System32\hid.dll	216
0x8a8fe73f6980	\Windows\System32\umpoext.dll	216
0x8a8fe73f6b10	\Windows\System32\propsys.dll	216
0x8a8fe73f6ca0	\Windows\System32\SensorsUtilsV2.dll	216
0x8a8fe73f6e30	\Windows\Registration\R000000000006.clb	216
0x8a8fe73f72e0	\CMNotify	216
0x8a8fe73f7600	\$Directory	216
0x8a8fe73f7790	\Windows\Microsoft.NET\Framework64\v4.0.30319\PerfCounter.dll	216
0x8a8fe73f7c40	\Windows\System32\WppRecorderUM.dll	216
0x8a8fe73f7dd0	\$Directory	216
0x8a8fe73f80f0	\Windows\System32\dbghelp.dll	216
0x8a8fe73f85a0	\Windows\System32\pdh.dll	216
0x8a8fe73f8730	\CMNotify	216
0x8a8fe73f88c0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT	216
0x8a8fe73f8a50	\CMNotify	216
0x8a8fe73f8be0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1	216
0x8a8fe73f8d70	\Windows\System32\en-US\WUDFHost.exe.mui	216
0x8a8fe73f9090	\$Directory	216
0x8a8fe73f9220	\$Directory	216
0x8a8fe73f93b0	\wkssvc	216
0x8a8fe73f9540	\Windows\System32\drivers\UMDF\en-US\SensorsCx.dll.mui	216
0x8a8fe73f96d0	\Windows\System32\drivers\UMDF\SensorsCx.dll	216
0x8a8fe73f99f0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000001.regtrans-ms	216
0x8a8fe73f9b80	\Windows\System32\WUDFx02000.dll	216
0x8a8fe73f9d10	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2	216
0x8a8fe73f9ea0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TMContainer00000000000000000002.regtrans-ms	216
0x8a8fe73fa1c0	\$Directory	216
0x8a8fe73fa350	\Program Files	216
0x8a8fe73fa4e0	\Windows\System32\TokenBroker.dll	216
0x8a8fe73fa670	\Windows\System32\en-US\powrprof.dll.mui	216
0x8a8fe73fa800	\Windows\System32\en-US\hid.dll.mui	216
0x8a8fe73fa990	\Windows\System32\en-US\propsys.dll.mui	216
0x8a8fe73facb0	\Windows\System32\svchost.exe	216
0x8a8fe73fae40	\Device\HarddiskVolume3\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TM	216
0x8a8fe73fb160	\Windows\System32\en-US\SHCore.dll.mui	216
0x8a8fe73fb480	\Windows\System32	216
0x8a8fe73fb610	\Device\HarddiskVolume3\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcdb-afc9-11eb-8234-000d3aa6d50e}.TM	216
0x8a8fe73fb7a0	\Windows\System32\drivers\UMDF\en-US\SensorsHid.dll.mui	216
0x8a8fe73fb930	\Windows\System32\wbem\WmiPrvSE.exe	216
0x8a8fe73fbac0	\Windows\System32	216
0x8a8fe73fbc50	\$Directory	216
0x8a8fe73fbde0	\Windows\System32\en-US\SensorsUtilsV2.dll.mui	216
0x8a8fe74fb0d0	\Windows\System32\en-US\user32.dll.mui	216
0x8a8fe74fb260	\Windows\System32\wbem\WmiApSrv.exe	216
0x8a8fe74fb3f0	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.187.39	216
0x8a8fe74fb710	\Windows\System32	216
0x8a8fe74fb8a0	\Windows\System32\en-US\user32.dll.mui	216
0x8a8fe74fbd50	\Sessions\1\AppContainerNamedObjects	216
0x8a8fe74fbee0	\Windows\System32\profapi.dll	216
0x8a8fe74fc520	\Windows\System32\wininit.exe	216
0x8a8fe74fc6b0	\Windows\System32\wininitext.dll	216
0x8a8fe74fc840	\Windows\System32\sxssrv.dll	216
0x8a8fe74fc9d0	\Users\Administrator\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0x8a8fe74fcb60	\Windows\System32	216
0x8a8fe74fce80	\Windows\System32\dpapi.dll	216
0x8a8fe74fd4c0	\Windows\System32\csrss.exe	216
0x8a8fe74fd7e0	\Windows\SysWOW64\windows.storage.dll	216
0x8a8fe74fdb00	\Windows\System32\cdd.dll	216
0x8a8fe74fdc90	\Windows\System32\Windows.Security.Authentication.Web.Core.dll	216
0x8a8fe74fde20	\Program Files\Common Files\microsoft shared\ink\tipresx.dll	216
0x8a8fe74fe140	\Windows\System32\en-US\smartscreen.exe.mui	216
0x8a8fe74fe2d0	\$Directory	216
0x8a8fe74fe460	\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx	216
0x8a8fe74fe5f0	\$Directory	216
0x8a8fe74fe780	\Windows\Registration\R000000000006.clb	216
0x8a8fe74feaa0	\$Directory	216
0x8a8fe74fec30	\Windows\System32\BluetoothApis.dll	216
0x8a8fe74fedc0	\Windows\Fonts\StaticCache.dat	216
0x8a8fe7d84260	\Windows\System32\wldp.dll	216
0x8a8fe7d843f0	\Windows\System32\userenv.dll	216
0x8a8fe7d84580	\Windows\System32\KerbClientShared.dll	216
0x8a8fe7d84710	\Windows\System32\gpapi.dll	216
0x8a8fe7d848a0	\Windows\System32\lsaadt.dll	216
0x8a8fe7d84a30	\Windows\System32\msasn1.dll	216
0x8a8fe7d84d50	\Windows\SysWOW64	216
0x8a8fe7d85200	\Windows\System32\ntasn1.dll	216
0x8a8fe7d85390	\Windows\System32\msprivs.dll	216
0x8a8fe7d85520	\Windows\System32\joinutil.dll	216
0x8a8fe7d856b0	\Windows\System32\devobj.dll	216
0x8a8fe7d85840	\Windows\System32\en-US\lsasrv.dll.mui	216
0x8a8fe7d859d0	\Windows\System32\ncrypt.dll	216
0x8a8fe7d85b60	\Windows\System32\lsasrv.dll	216
0x8a8fe7d85cf0	\Windows\System32\samsrv.dll	216
0x8a8fe7d85e80	\Windows\System32\netprovfw.dll	216
0x8a8fe7d861a0	\$Directory	216
0x8a8fe7d86330	\Windows\System32\cryptbase.dll	216
0x8a8fe7d864c0	\Windows\System32\negoexts.dll	216
0x8a8fe7d86650	\Windows\System32\cryptsp.dll	216
0x8a8fe7d86970	\Windows\System32\sspicli.dll	216
0x8a8fe7d86b00	\Windows\Globalization\Sorting\SortDefault.nls	216
0x8a8fe7d86c90	\Windows\System32\kerberos.dll	216
0x8a8fe7d86e20	\Windows\System32\bcrypt.dll	216
0x8a8fe7d87140	\CMApi	216
0x8a8fe7d872d0	\Windows\System32\netlogon.dll	216
0x8a8fe7d87460	\Windows\System32\NtlmShared.dll	216
0x8a8fe7d875f0	\Windows\debug\PASSWD.LOG	216
0x8a8fe7d87780	\Windows\System32\gmsaclient.dll	216
0x8a8fe7d87910	\Windows\System32\mswsock.dll	216
0x8a8fe7d87aa0	\Windows\System32\netutils.dll	216
0x8a8fe7d87c30	\Windows\System32\cryptdll.dll	216
0x8a8fe7d87dc0	\Windows\System32\msv1_0.dll	216
0x8a8fe8446130	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.1.regtrans-ms	216
0x8a8fe84466f0	\Device\HarddiskVolume3\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR	216
0x8a8fe8448240	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.blf	216
0x8a8fe8448c50	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.0.regtrans-ms	216
0x8a8fe8448dc0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.2.regtrans-ms	216
0x8a8fe845a330	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.blf	216
0x8a8fe845cb70	\Device\HarddiskVolume3\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR	216
0x8a8fe845d580	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.2.regtrans-ms	216
0x8a8fe845dcb0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.1.regtrans-ms	216
0x8a8fe845e830	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{c76cbcda-afc9-11eb-8234-000d3aa6d50e}.TxR.0.regtrans-ms	216
0x8a8fe84bd950	\$PrepareToShrinkFileSize	216
0x8a8fe84c6a80	\Windows\System32\drivers\luafv.sys	216
0x8a8fe84c6ed0	\Windows\System32\drivers\wcifs.sys	216
